sequence,entry_id,source_anchor,source_anchor_kind,authority_source_file,authority_line,prompt_carrier,authority_locator,parent_group_anchor,support_status
14,o003-c90-ch12-guide-14,o003-gvsu-ch12-act_Basis-prompt-03,synthetic_locale_neutral_alias,source/sec_base_top.ptx,134,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_base_top.ptx"",""authority_line"":134,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_Basis"",""xpath"":""/section/activity[2]/task[2]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""2cc1b1986d495f3d0bc5bdc628ad549981ab88f539da0ff56832d5e57624f97d""}",o003-gvsu-ch12-act_Basis-group-01,covered
15,o003-c90-ch12-guide-15,o003-gvsu-ch12-act_Basis-prompt-04,synthetic_locale_neutral_alias,source/sec_base_top.ptx,141,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_base_top.ptx"",""authority_line"":141,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_Basis"",""xpath"":""/section/activity[2]/task[2]/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""a2ec4837273decc72bec77a9ca4ae6b7f4e20a8a1c03c68dae639282fa99c82c""}",o003-gvsu-ch12-act_Basis-group-01,covered
16,o003-c90-ch12-guide-16,o003-gvsu-ch12-basis-final-prompt-01,synthetic_locale_neutral_alias,source/sec_base_top.ptx,304,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_base_top.ptx"",""authority_line"":304,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_base_top"",""xpath"":""/section/activity[3]/task[1]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""0fbaabad88c0e1058151629c4cace9ce928680e87ed428d1ee05a5f30800ce98""}",o003-gvsu-ch12-basis_final_activity-group-01,covered
17,o003-c90-ch12-guide-17,o003-gvsu-ch12-basis-final-prompt-02,synthetic_locale_neutral_alias,source/sec_base_top.ptx,317,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_base_top.ptx"",""authority_line"":317,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_base_top"",""xpath"":""/section/activity[3]/task[1]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""4fd851ce30de1b5fb7bc7a319f72e53bca008822cf72788d2f4ce4ee78cdd9e6""}",o003-gvsu-ch12-basis_final_activity-group-01,covered
18,o003-c90-ch12-guide-18,o003-gvsu-ch12-basis-final-prompt-03,synthetic_locale_neutral_alias,source/sec_base_top.ptx,332,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_base_top.ptx"",""authority_line"":332,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_base_top"",""xpath"":""/section/activity[3]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""d39db41b2a484d4dc5fb004c27a4279f5f77bc91286d01c0bd0e8e3f8d604540""}",,covered
19,o003-c90-ch12-guide-19,o003-gvsu-ch12-basis-final-prompt-04,synthetic_locale_neutral_alias,source/sec_base_top.ptx,343,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_base_top.ptx"",""authority_line"":343,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_base_top"",""xpath"":""/section/activity[3]/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""754f6302cf24a09ff4de72335284425011520611c835445e4402e1acb54fa7fc""}",,covered
20,o003-c90-ch12-guide-20,o003-gvsu-ch12-sec_metric_top_space-prompt-01,synthetic_locale_neutral_alias,source/sec_metric_top_space.ptx,16,direct_statement,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_metric_top_space.ptx"",""authority_line"":16,""element_tag"":""statement"",""nearest_ancestor_or_self_xml_id"":""sec_metric_top_space"",""xpath"":""/section/activity/statement"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""0e28ee475caa0f6d9f3b2d97a987d31063b398c68406274b56da38d536f95a17""}",,covered
21,o003-c90-ch12-guide-21,o003-gvsu-ch12-sec_neighborhood_top_space-task-01,synthetic_locale_neutral_alias,source/sec_neighborhood_top_space.ptx,29,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_neighborhood_top_space.ptx"",""authority_line"":29,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_neighborhood_top_space"",""xpath"":""/section/activity[1]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""351f500776fbc95a3cf8fef367a39ca75490fb79379c5b8994aa702e2ebb4eef""}",,covered
22,o003-c90-ch12-guide-22,o003-gvsu-ch12-sec_neighborhood_top_space-task-02,synthetic_locale_neutral_alias,source/sec_neighborhood_top_space.ptx,36,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_neighborhood_top_space.ptx"",""authority_line"":36,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_neighborhood_top_space"",""xpath"":""/section/activity[1]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""ac8a2f77bc8886b556fd893a9f4f0aabede67f9e85b903524158f4c676de9d3e""}",,covered
23,o003-c90-ch12-guide-23,o003-gvsu-ch12-sec_neighborhood_top_space-task-03,synthetic_locale_neutral_alias,source/sec_neighborhood_top_space.ptx,84,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_neighborhood_top_space.ptx"",""authority_line"":84,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_neighborhood_top_space"",""xpath"":""/section/activity[2]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""f19333bac4629eaf9947bae4c06c91ef1b55e3b4d21ba3eefbfea7c4b4feb69c""}",,covered
24,o003-c90-ch12-guide-24,o003-gvsu-ch12-sec_neighborhood_top_space-task-04,synthetic_locale_neutral_alias,source/sec_neighborhood_top_space.ptx,91,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_neighborhood_top_space.ptx"",""authority_line"":91,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_neighborhood_top_space"",""xpath"":""/section/activity[2]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""22293e431c0d9d2fe36309dcc4caada69cf70aca9363bff3cf3d32d4b9a616f6""}",,covered
25,o003-c90-ch12-guide-25,o003-gvsu-ch12-sec_neighborhood_top_space-task-05,synthetic_locale_neutral_alias,source/sec_neighborhood_top_space.ptx,99,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_neighborhood_top_space.ptx"",""authority_line"":99,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_neighborhood_top_space"",""xpath"":""/section/activity[2]/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""16e45a3d33592677b5e001255cdddd10cae90ca6b2911d1bf69decbe48674b53""}",,covered
26,o003-c90-ch12-guide-26,o003-gvsu-ch12-sec_interior_set_top-task-01,synthetic_locale_neutral_alias,source/sec_interior_set_top.ptx,58,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_interior_set_top.ptx"",""authority_line"":58,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_interior"",""xpath"":""/section/activity[1]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""0aaee311cb15c51731ed7fdca090696893bde3162cfc239a28322cca097c0358""}",,covered
27,o003-c90-ch12-guide-27,o003-gvsu-ch12-sec_interior_set_top-task-02,synthetic_locale_neutral_alias,source/sec_interior_set_top.ptx,70,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_interior_set_top.ptx"",""authority_line"":70,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_interior"",""xpath"":""/section/activity[1]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""4c8442af31ea4b4f0c8efc229d01a44598036d885f878020df1b9dfbcf695f9a""}",,covered
28,o003-c90-ch12-guide-28,o003-gvsu-ch12-sec_interior_set_top-task-03,synthetic_locale_neutral_alias,source/sec_interior_set_top.ptx,81,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_interior_set_top.ptx"",""authority_line"":81,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_interior"",""xpath"":""/section/activity[1]/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""9a268840ec5b1f7ed35d0192263afa774e2642c79dc55354f0a221baf5789fc9""}",,covered
29,o003-c90-ch12-guide-29,o003-gvsu-ch12-sec_interior_set_top-task-04,synthetic_locale_neutral_alias,source/sec_interior_set_top.ptx,93,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_interior_set_top.ptx"",""authority_line"":93,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_interior"",""xpath"":""/section/activity[1]/task[4]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""b8c63c3cee264226a09a27c41ddc8867e285f54ae29dcd560c60973b5625cfb4""}",,covered
30,o003-c90-ch12-guide-30,o003-gvsu-ch12-sec_interior_set_top-task-05,synthetic_locale_neutral_alias,source/sec_interior_set_top.ptx,158,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_interior_set_top.ptx"",""authority_line"":158,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_interior_set_top"",""xpath"":""/section/activity[2]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""b26af771d76a1bbe48903d85a689ade147451a765bb5c4450b458ad025b92f1a""}",,covered
31,o003-c90-ch12-guide-31,o003-gvsu-ch12-sec_interior_set_top-task-06,synthetic_locale_neutral_alias,source/sec_interior_set_top.ptx,165,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_interior_set_top.ptx"",""authority_line"":165,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_interior_set_top"",""xpath"":""/section/activity[2]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""42459fa7903b65e2a0202d73f80ae69547e07d9c529e5c64c730694e54eeeff9""}",,covered
32,o003-c90-ch12-exer-a-01,o003-gvsu-ch12-sec_top_space_exer-opening-task-01,synthetic_locale_neutral_alias,source/sec_top_space_exer.ptx,10,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_top_space_exer.ptx"",""authority_line"":10,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_top_space_exer"",""xpath"":""/exercises/exercise[1]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""9b28a3ee8d587f029966953d28cbb6e265903d1be05aa3f6853929e76e246c9b""}",,covered
33,o003-c90-ch12-exer-a-02,o003-gvsu-ch12-sec_top_space_exer-opening-task-02,synthetic_locale_neutral_alias,source/sec_top_space_exer.ptx,17,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_top_space_exer.ptx"",""authority_line"":17,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_top_space_exer"",""xpath"":""/exercises/exercise[1]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""71f66e7fd7e072962e76c0a6c82c53381e448e4cad76da9d9a06d8f9d334b889""}",,covered
34,o003-c90-ch12-exer-a-03,o003-gvsu-ch12-sec_top_space_exer-ex_aZ_top-task-01,synthetic_locale_neutral_alias,source/sec_top_space_exer.ptx,34,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_top_space_exer.ptx"",""authority_line"":34,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""ex_aZ_top"",""xpath"":""/exercises/exercise[2]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""354dd5c2bcd407e9c065a04186c8cffc0ad674c3c1edaa4deac8e4551a5e8dc1""}",,covered
35,o003-c90-ch12-exer-a-04,o003-gvsu-ch12-sec_top_space_exer-ex_aZ_top-task-02,synthetic_locale_neutral_alias,source/sec_top_space_exer.ptx,46,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_top_space_exer.ptx"",""authority_line"":46,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""ex_aZ_top"",""xpath"":""/exercises/exercise[2]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""3ceca3e0b3c498974689875bc4ffaa65835d80f00fe5abc74dca7a08e52931fd""}",,covered
36,o003-c90-ch12-exer-a-05,o003-gvsu-ch12-sec_top_space_exer-ex_aZ_top-task-03,synthetic_locale_neutral_alias,source/sec_top_space_exer.ptx,53,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_top_space_exer.ptx"",""authority_line"":53,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""ex_aZ_top"",""xpath"":""/exercises/exercise[2]/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""d6e199b88b11afc576d487bcfcb98591cd94464d324a83452a931d7a81a5769f""}",,covered
37,o003-c90-ch12-exer-a-06,o003-gvsu-ch12-sec_top_space_exer-ex_aZ_top-task-04,synthetic_locale_neutral_alias,source/sec_top_space_exer.ptx,60,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_top_space_exer.ptx"",""authority_line"":60,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""ex_aZ_top"",""xpath"":""/exercises/exercise[2]/task[4]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""5bafb0b0555a2e097ad796d32354bb8d31b904639d0f6e1d49cdeda01701df8e""}",,covered
38,o003-c90-ch12-exer-a-07,o003-gvsu-ch12-sec_top_space_exer-coset-f-task-01,synthetic_locale_neutral_alias,source/sec_top_space_exer.ptx,75,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_top_space_exer.ptx"",""authority_line"":75,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_top_space_exer"",""xpath"":""/exercises/exercise[3]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""e36e1edc549934eb5224d616b8044c61f4707d842b25f0be9bd209ec0e6f4bb3""}",,covered
39,o003-c90-ch12-exer-a-08,o003-gvsu-ch12-sec_top_space_exer-coset-f-task-02,synthetic_locale_neutral_alias,source/sec_top_space_exer.ptx,93,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_top_space_exer.ptx"",""authority_line"":93,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_top_space_exer"",""xpath"":""/exercises/exercise[3]/task[2]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""88d1802eebe6d0e22f0ecc813ea29fefff7aa132883cba8d75e7314ec20572a8""}",o003-gvsu-ch12-sec_top_space_exer-coset_f-group-01,covered
40,o003-c90-ch12-exer-a-09,o003-gvsu-ch12-sec_top_space_exer-coset-f-task-03,synthetic_locale_neutral_alias,source/sec_top_space_exer.ptx,100,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_top_space_exer.ptx"",""authority_line"":100,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_top_space_exer"",""xpath"":""/exercises/exercise[3]/task[2]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""673cb1664498e9d4a7570db295b16ca5e4350a7c43014a59f11e5b5a9061b3fe""}",o003-gvsu-ch12-sec_top_space_exer-coset_f-group-01,covered
41,o003-c90-ch12-exer-a-10,o003-gvsu-ch12-sec_top_space_exer-coset-f-task-04,synthetic_locale_neutral_alias,source/sec_top_space_exer.ptx,108,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_top_space_exer.ptx"",""authority_line"":108,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_top_space_exer"",""xpath"":""/exercises/exercise[3]/task[2]/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""50142828edc6ef889f62af8c780277f086d5109a84347e889190e75dcabe4ef5""}",o003-gvsu-ch12-sec_top_space_exer-coset_f-group-01,covered
42,o003-c90-ch12-exer-b-01,o003-gvsu-ch12-sec_top_space_exer-ex_coarse_topology_example-task-01,synthetic_locale_neutral_alias,source/sec_top_space_exer.ptx,132,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_top_space_exer.ptx"",""authority_line"":132,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""ex_coarse_topology_example"",""xpath"":""/exercises/exercise[4]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""9025cb8fd751008d694f9b2c1cc5cf5f8a5d92e2edcb49feeaeebec5e60286c3""}",,covered
43,o003-c90-ch12-exer-b-02,o003-gvsu-ch12-sec_top_space_exer-ex_coarse_topology_example-task-02,synthetic_locale_neutral_alias,source/sec_top_space_exer.ptx,139,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_top_space_exer.ptx"",""authority_line"":139,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""ex_coarse_topology_example"",""xpath"":""/exercises/exercise[4]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""34d08826fba56effa745512314a7000a9f57f53bd72ebe5d22e070d0b42c6ac7""}",,covered
