companion_entry_id,entry_kind,sequence,source_anchor_id,anchor_origin,source_group,ordinal_within_group,prompt_kind,source_context_id,authority_file,authority_line,authority_selector,authority_statement_sha256,translated_file,translated_line,translated_selector,translated_statement_sha256,relationship,concept_ids
o003-c90-ch07-continuity-ball-task-03,source_prompt_guide,11,o003-gvsu-ch07-sec_cont_neighborhoods-prompt-03,assigned_locale_neutral,continuity-ball,3,statement_bearing_task,act_OB_1,source/sec_cont_neighborhoods.ptx,56,/section/activity[1]/task[3]/statement,648404e4242e133beac21543a1c951d6a48541ea61d8bbd39326568b68f407e0,source/sec_cont_neighborhoods.ptx,56,/section/activity[1]/task[3]/statement,aa860892ce664cf6d1eb497810a98de85205161f90056656dd4eb4a82ea4661c,provides_staged_support_for_source_prompt,metric_space;open_balls_and_neighborhoods;inverse_image;not_necessarily_open_ball;counterexample
o003-c90-ch07-continuity-neighborhood-task-01,source_prompt_guide,12,o003-gvsu-ch07-sec_cont_neighborhoods-prompt-04,assigned_locale_neutral,continuity-neighborhood,1,statement_bearing_task,sec_cont_neighborhoods,source/sec_cont_neighborhoods.ptx,145,/section/activity[2]/task[1]/statement[1],0aa7f78d6ed759be1549209177a8de6f3c57fbb5058f2997bd757605ced60155,source/sec_cont_neighborhoods.ptx,145,/section/activity[2]/task[1]/statement,8ba7b6c335317e8cae00a3db38bcd2767be76f6fcb9b628930995fb9f6aef95a,provides_staged_support_for_source_prompt,metric_space;open_balls_and_neighborhoods;epsilon_delta_continuity;proof_planning
o003-c90-ch07-continuity-neighborhood-task-02,source_prompt_guide,13,o003-gvsu-ch07-sec_cont_neighborhoods-prompt-05,assigned_locale_neutral,continuity-neighborhood,2,statement_bearing_task,sec_cont_neighborhoods,source/sec_cont_neighborhoods.ptx,151,/section/activity[2]/task[1]/statement[2],da1cda1e220bcd7fd5f2905a96b2285df1d0efe5c5fd4f6dd56406399985cf4f,source/sec_cont_neighborhoods.ptx,153,/section/activity[2]/task[2]/statement,28c64c08ac3baa9da51123e9ec88f36acd4761a9b5cf2b255bf544e991bd7e57,provides_staged_support_for_source_prompt,metric_space;open_balls_and_neighborhoods;open_ball;neighborhood;codomain
o003-c90-ch07-continuity-neighborhood-task-03,source_prompt_guide,14,o003-gvsu-ch07-sec_cont_neighborhoods-prompt-06,assigned_locale_neutral,continuity-neighborhood,3,statement_bearing_task,sec_cont_neighborhoods,source/sec_cont_neighborhoods.ptx,159,/section/activity[2]/task[2]/statement,5aea2ad3012cfc58ad0a8d03deb72f2313acdb1f6fa60a0e1da41dcc8131a3f3,source/sec_cont_neighborhoods.ptx,161,/section/activity[2]/task[3]/statement,cc5489ec49628266f7cce59395da508b11197df7298ebc23be7f66cd8dd4c3bc,provides_staged_support_for_source_prompt,metric_space;open_balls_and_neighborhoods;inverse_image;neighborhood_characterization
o003-c90-ch07-continuity-neighborhood-task-04,source_prompt_guide,15,o003-gvsu-ch07-sec_cont_neighborhoods-prompt-07,assigned_locale_neutral,continuity-neighborhood,4,statement_bearing_task,sec_cont_neighborhoods,source/sec_cont_neighborhoods.ptx,166,/section/activity[2]/task[3]/statement,dc47af546c7f589527be7567f1feb8f0b3df13d6b07a7d8ffefa3f30a475eab1,source/sec_cont_neighborhoods.ptx,168,/section/activity[2]/task[4]/statement,3c9641f401e4bc5380c649b9656ba50c842771b2860ab7dc8796344c6469eb0b,provides_staged_support_for_source_prompt,metric_space;open_balls_and_neighborhoods;domain_open_ball;inverse_image_containment
o003-c90-ch07-continuity-neighborhood-task-05,source_prompt_guide,16,o003-gvsu-ch07-sec_cont_neighborhoods-prompt-08,assigned_locale_neutral,continuity-neighborhood,5,statement_bearing_task,sec_cont_neighborhoods,source/sec_cont_neighborhoods.ptx,173,/section/activity[2]/task[4]/statement,460702907a5005e19b858f0c5fe9944f7bd6f2a79ccf4444cf2a7a1eedb2c136,source/sec_cont_neighborhoods.ptx,175,/section/activity[2]/task[5]/statement,64ed1986588fe641638e485ec4913bfaa6b209628615a989e4b4cea450d26b3e,provides_staged_support_for_source_prompt,metric_space;open_balls_and_neighborhoods;continuity_via_neighborhoods;epsilon_delta_proof
o003-c90-ch07-exercise-task-01,source_prompt_guide,17,o003-gvsu-ch07-sec_open_balls_exer-prompt-01,assigned_locale_neutral,exercise,1,statement_bearing_task,sec_open_balls_exer,source/sec_open_balls_exer.ptx,11,/exercises/exercise[1]/task[1]/statement,90af1409bd58c920547040a3787cecad671babd67c7e35e6ad2cac5662b1fc74,source/sec_open_balls_exer.ptx,11,/exercises/exercise[1]/task[1]/statement,ccfbbf650722de57a9da327cdb90d6ed046e07e02e3a0bbaaaeff41817ae9dbe,provides_staged_support_for_source_prompt,metric_space;open_balls_and_neighborhoods;neighborhood_test;euclidean_open_disk
o003-c90-ch07-exercise-task-02,source_prompt_guide,18,o003-gvsu-ch07-sec_open_balls_exer-prompt-02,assigned_locale_neutral,exercise,2,statement_bearing_task,sec_open_balls_exer,source/sec_open_balls_exer.ptx,19,/exercises/exercise[1]/task[2]/statement,35c45af2d0ec1d86b781a7b7581abc6210b8d8529c734d5360c66fd1587aee05,source/sec_open_balls_exer.ptx,19,/exercises/exercise[1]/task[2]/statement,0bd50ba684ef42acd9142b4531e3471174969a0147d681608cfe455c79980bb5,provides_staged_support_for_source_prompt,metric_space;open_balls_and_neighborhoods;neighborhood_test;taxicab_metric;subspace_axis
o003-c90-ch07-exercise-task-03,source_prompt_guide,19,o003-gvsu-ch07-sec_open_balls_exer-prompt-03,assigned_locale_neutral,exercise,3,statement_bearing_task,sec_open_balls_exer,source/sec_open_balls_exer.ptx,28,/exercises/exercise[1]/task[3]/statement,28259413d04b03bf6e5196aa31bb596fd736c6dc24d719af21d64d800569ea85,source/sec_open_balls_exer.ptx,28,/exercises/exercise[1]/task[3]/statement,9bb764a7bb212e398d0341c7043e2044317c55fa58b21af5bae1ec0ee5592dff,provides_staged_support_for_source_prompt,metric_space;open_balls_and_neighborhoods;neighborhood_test;rational_numbers;density
o003-c90-ch07-exercise-task-04,source_prompt_guide,20,o003-gvsu-ch07-sec_open_balls_exer-prompt-04,assigned_locale_neutral,exercise,4,statement_bearing_task,sec_open_balls_exer,source/sec_open_balls_exer.ptx,35,/exercises/exercise[1]/task[4]/statement,8fbae238024c30ac72c15eb12917098be0abdd55a1aaa9f9bb016302f6a72a30,source/sec_open_balls_exer.ptx,35,/exercises/exercise[1]/task[4]/statement,8a77db780a9533686cb2995ccaca8b97379afeaf016235d379ebcdd26819acbd,provides_staged_support_for_source_prompt,metric_space;open_balls_and_neighborhoods;neighborhood_test;rational_metric;positive_integers
o003-c90-ch07-exercise-task-05,source_prompt_guide,21,o003-gvsu-ch07-sec_open_balls_exer-prompt-05,assigned_locale_neutral,exercise,5,standalone_exercise,sec_open_balls_exer,source/sec_open_balls_exer.ptx,49,/exercises/exercise[2]/statement,5a067d3fac1743d4dfe4a6d82eaf24122009be8221c6b635e4b2df163d545139,source/sec_open_balls_exer.ptx,49,/exercises/exercise[2]/statement,a8c6e8256971f565e95c77f8d0de5881b54367990d4157a64da23bf9bc84e4cb,provides_staged_support_for_source_prompt,metric_space;open_balls_and_neighborhoods;finite_metric_space;discrete_topology;continuity
o003-c90-ch07-exercise-task-06,source_prompt_guide,22,o003-gvsu-ch07-sec_open_balls_exer-prompt-06,assigned_locale_neutral,exercise,6,standalone_exercise,sec_open_balls_exer,source/sec_open_balls_exer.ptx,64,/exercises/exercise[3]/statement,51d2b9f17d2576a98fe3539068382dbc1ab7840d69a7e76fc3020ea80e418b62,source/sec_open_balls_exer.ptx,64,/exercises/exercise[3]/statement,01b482a70a40026cf6d84014c64be14c2e61cdf5dd008f0627bbf7cb34862250,provides_staged_support_for_source_prompt,metric_space;open_balls_and_neighborhoods;hub_metric;continuity;isometry
o003-c90-ch07-exercise-task-07,source_prompt_guide,23,o003-gvsu-ch07-sec_open_balls_exer-prompt-07,assigned_locale_neutral,exercise,7,statement_bearing_task,sec_open_balls_exer,source/sec_open_balls_exer.ptx,103,/exercises/exercise[4]/task[1]/statement,2aae364fd54a4de46d0933aec117b24473b90200fe341aa83aa4903f052c6e80,source/sec_open_balls_exer.ptx,105,/exercises/exercise[4]/task[1]/statement,57d964f6594f72ee80fa2b281c885b7377459f773aebe1eab5707a51aa4272b1,provides_staged_support_for_source_prompt,metric_space;open_balls_and_neighborhoods;weighted_graph;shortest_path_metric;open_balls
o003-c90-ch07-exercise-task-08,source_prompt_guide,24,o003-gvsu-ch07-sec_open_balls_exer-prompt-08,assigned_locale_neutral,exercise,8,statement_bearing_task,sec_open_balls_exer,source/sec_open_balls_exer.ptx,111,/exercises/exercise[4]/task[2]/statement,6bb78e0d82d8e06c7f0bf313f5cce7bb7f2e807c2349aea88af7c6dc4e238088,source/sec_open_balls_exer.ptx,113,/exercises/exercise[4]/task[2]/statement,4c00bfdf88875ad52886e05ec6d50ef400c447c36e986eb42198287ac0f7f2c1,provides_staged_support_for_source_prompt,metric_space;open_balls_and_neighborhoods;weighted_graph;neighborhood_census
o003-c90-ch07-exercise-task-09,source_prompt_guide,25,o003-gvsu-ch07-sec_open_balls_exer-prompt-09,assigned_locale_neutral,exercise,9,statement_bearing_task,ex_linear_continuous1,source/sec_open_balls_exer.ptx,122,/exercises/exercise[5]/task[1]/statement,e215d58b03c031fab66bfe6979f4a2f8f47afc29d14ca4743a50b004e03afecd,source/sec_open_balls_exer.ptx,124,/exercises/exercise[5]/task[1]/statement,6dc047d69f75d441a6fc8d9819cb5eead671cdac3692c2f3a8ad2ce2f5dc8fba,provides_staged_support_for_source_prompt,metric_space;open_balls_and_neighborhoods;linear_function;inverse_image_containment;continuity
o003-c90-ch07-exercise-task-10,source_prompt_guide,26,o003-gvsu-ch07-sec_open_balls_exer-prompt-10,assigned_locale_neutral,exercise,10,statement_bearing_task,ex_linear_continuous1,source/sec_open_balls_exer.ptx,141,/exercises/exercise[5]/task[2]/statement,a49bff749d46fcb8ba9e593bc6a36cfd234ce449a8b3ab3b9c780b4195796e40,source/sec_open_balls_exer.ptx,143,/exercises/exercise[5]/task[2]/statement,269e772d2fcf0570b29914f15a24d31a058a0197d113cf50a3527554e131730f,provides_staged_support_for_source_prompt,metric_space;open_balls_and_neighborhoods;quadratic_function;inverse_image_containment;continuity
o003-c90-ch07-exercise-task-11,source_prompt_guide,27,o003-gvsu-ch07-sec_open_balls_exer-prompt-11,assigned_locale_neutral,exercise,11,standalone_exercise,ex_metric_continuous,source/sec_open_balls_exer.ptx,163,/exercises/exercise[6]/statement,3fde725bfdf00fa295dcf43a93b844ff213e22bb27e2d9a56333d1de5edf0064,source/sec_open_balls_exer.ptx,165,/exercises/exercise[6]/statement,debdbb19d24584ac4994b265bdb26fa0ec8614301b59843f668d29340f4dc7a2,provides_staged_support_for_source_prompt,metric_space;open_balls_and_neighborhoods;distance_to_set;lipschitz_continuity;neighborhood
o003-c90-ch07-exercise-task-12,source_prompt_guide,28,o003-gvsu-ch07-sec_open_balls_exer-prompt-12,assigned_locale_neutral,exercise,12,standalone_exercise,sec_open_balls_exer,source/sec_open_balls_exer.ptx,183,/exercises/exercise[7]/statement,325b201cdbacf83866d9f23beb865bb19205e4d2fc957a74183186fc580e627f,source/sec_open_balls_exer.ptx,185,/exercises/exercise[7]/statement,6d084a5adf54a77e9dcb7334fe6c816d0ac4ab35f934bdefcaf59f1bc8027eaf,provides_staged_support_for_source_prompt,metric_space;open_balls_and_neighborhoods;distinct_points;disjoint_neighborhoods;metric_separation
o003-c90-ch07-exercise-task-13,source_prompt_guide,29,o003-gvsu-ch07-sec_open_balls_exer-prompt-13,assigned_locale_neutral,exercise,13,statement_bearing_task,ex_Nghb_properties,source/sec_open_balls_exer.ptx,199,/exercises/exercise[8]/task[1]/statement,0b29dae7c0b7b6850c9976c463534ce79c2a309efed0c2dddf33fe8b6ea8b95a,source/sec_open_balls_exer.ptx,201,/exercises/exercise[8]/task[1]/statement,f43d41b39d21ae4bdcac6fe6f8912e77bd21e7004c4f6072194273cf88f54645,provides_staged_support_for_source_prompt,metric_space;open_balls_and_neighborhoods;neighborhood_axioms;existence
o003-c90-ch07-exercise-task-14,source_prompt_guide,30,o003-gvsu-ch07-sec_open_balls_exer-prompt-14,assigned_locale_neutral,exercise,14,statement_bearing_task,ex_Nghb_properties,source/sec_open_balls_exer.ptx,206,/exercises/exercise[8]/task[2]/statement,c4f4a757af9efaed4dafed86f66f841b6b37551841e06004220821341ab75d19,source/sec_open_balls_exer.ptx,208,/exercises/exercise[8]/task[2]/statement,40acb22cc3bff547720414e86ea58048e15b2da05760e4b2d3c3cfb0cb5f388f,provides_staged_support_for_source_prompt,metric_space;open_balls_and_neighborhoods;neighborhood_axioms;upward_closure
o003-c90-ch07-exercise-task-15,source_prompt_guide,31,o003-gvsu-ch07-sec_open_balls_exer-prompt-15,assigned_locale_neutral,exercise,15,statement_bearing_task,ex_Nghb_properties,source/sec_open_balls_exer.ptx,214,/exercises/exercise[8]/task[3]/statement,b6dba7ab91de828b5061c8eaba3a2d14e81cfda257e94782741886c3277671fd,source/sec_open_balls_exer.ptx,216,/exercises/exercise[8]/task[3]/statement,68a9e38dc02bcb8974e31ccc81da9e7287b2738a738bb73d1a6f517fbe61b3df,provides_staged_support_for_source_prompt,metric_space;open_balls_and_neighborhoods;neighborhood_axioms;finite_intersection
o003-c90-ch07-exercise-task-16,source_prompt_guide,32,o003-gvsu-ch07-sec_open_balls_exer-prompt-16,assigned_locale_neutral,exercise,16,standalone_exercise,sec_open_balls_exer,source/sec_open_balls_exer.ptx,224,/exercises/exercise[9]/statement,b2c9d0da7bd8ae3c147cb7bbc92cd597d2fd152899a33da03c0df2786e97d0c9,source/sec_open_balls_exer.ptx,226,/exercises/exercise[9]/statement,d4383d4d68738c455c014838df882b96481a1b546e0d9342983f2f7bed992f60,provides_staged_support_for_source_prompt,metric_space;open_balls_and_neighborhoods;positivity_preservation;continuity;neighborhood
o003-c90-ch07-exercise-task-17,source_prompt_guide,33,o003-gvsu-ch07-sec_open_balls_exer-prompt-17,assigned_locale_neutral,exercise,17,standalone_exercise,sec_open_balls_exer,source/sec_open_balls_exer.ptx,235,/exercises/exercise[10]/statement,664335d56a724bcfc90b4139b81ebe5a72f0f8f39018b97d7b90fe7a81655ab9,source/sec_open_balls_exer.ptx,237,/exercises/exercise[10]/statement,1e3ef47eee79efeb971d00f5f3bc14bee8abe23e11adc47c06f9e66f483ae341,provides_staged_support_for_source_prompt,metric_space;open_balls_and_neighborhoods;discrete_metric;every_subset_neighborhood
o003-c90-ch07-exercise-task-18,source_prompt_guide,34,o003-gvsu-ch07-sec_open_balls_exer-prompt-18,assigned_locale_neutral,exercise,18,statement_bearing_task,sec_open_balls_exer,source/sec_open_balls_exer.ptx,253,/exercises/exercise[11]/task[1]/statement,0a14ecb263851b9b999b2279e136a6f98a529b64a79e2a09d8085ac87f1694c7,source/sec_open_balls_exer.ptx,255,/exercises/exercise[11]/task[1]/statement,6d327f4845df79e18c941e3cb053f91c6f73789ba77a711b14bac4447f8ae9b7,provides_staged_support_for_source_prompt,metric_space;open_balls_and_neighborhoods;true_false_counterexample;open_ball;neighborhood
o003-c90-ch07-exercise-task-19,source_prompt_guide,35,o003-gvsu-ch07-sec_open_balls_exer-prompt-19,assigned_locale_neutral,exercise,19,statement_bearing_task,sec_open_balls_exer,source/sec_open_balls_exer.ptx,261,/exercises/exercise[11]/task[2]/statement,cedeaa7a5dec01bf22d4aff12e51d52dbeab6afa4103e4c055640c7f25e2cbd5,source/sec_open_balls_exer.ptx,263,/exercises/exercise[11]/task[2]/statement,68ba8936f62653b10beb33a191725b454ed6a25c6fc8ad299371c9af822a547f,provides_staged_support_for_source_prompt,metric_space;open_balls_and_neighborhoods;true_false_counterexample;neighborhood;point_membership
o003-c90-ch07-exercise-task-20,source_prompt_guide,36,o003-gvsu-ch07-sec_open_balls_exer-prompt-20,assigned_locale_neutral,exercise,20,statement_bearing_task,sec_open_balls_exer,source/sec_open_balls_exer.ptx,269,/exercises/exercise[11]/task[3]/statement,bcb344520b6b5f38a87abdf5a92acfde5930b2b3cb43552e3348f9bb449a3798,source/sec_open_balls_exer.ptx,271,/exercises/exercise[11]/task[3]/statement,c2c96a9f55f9b575a5f7429fd5ec6156556c7337e113250d2fb877d4684e753e,provides_staged_support_for_source_prompt,metric_space;open_balls_and_neighborhoods;true_false_counterexample;continuous_image;neighborhood
o003-c90-ch07-exercise-task-21,source_prompt_guide,37,o003-gvsu-ch07-sec_open_balls_exer-prompt-21,assigned_locale_neutral,exercise,21,statement_bearing_task,sec_open_balls_exer,source/sec_open_balls_exer.ptx,278,/exercises/exercise[11]/task[4]/statement,c4322ae09ffc31a47b9651b36ad72e8a532025b782c4b755c5b9a22efeaf7f47,source/sec_open_balls_exer.ptx,280,/exercises/exercise[11]/task[4]/statement,5a3e2a48deec905acb8fb3baab571a7880ab5183a84000aa63d7fb460c5caecd,provides_staged_support_for_source_prompt,metric_space;open_balls_and_neighborhoods;inverse_image;continuity_via_neighborhoods
o003-c90-ch07-exercise-task-22,source_prompt_guide,38,o003-gvsu-ch07-sec_open_balls_exer-prompt-22,assigned_locale_neutral,exercise,22,statement_bearing_task,sec_open_balls_exer,source/sec_open_balls_exer.ptx,288,/exercises/exercise[11]/task[5]/statement,5f9d1f5cff44368e8b07ad4c49b661c70aa7609a18ba0877ce5f23fc7aa2b9e1,source/sec_open_balls_exer.ptx,290,/exercises/exercise[11]/task[5]/statement,afa2535f2a384ae769d472163c752c27bd881f2a57c10b0caed9586d9d45fc11,provides_staged_support_for_source_prompt,metric_space;open_balls_and_neighborhoods;true_false_counterexample;isolated_points;open_ball
o003-c90-ch07-exercise-task-23,source_prompt_guide,39,o003-gvsu-ch07-sec_open_balls_exer-prompt-23,assigned_locale_neutral,exercise,23,statement_bearing_task,sec_open_balls_exer,source/sec_open_balls_exer.ptx,296,/exercises/exercise[11]/task[6]/statement,c944ad45738433f628c970fb3fcaa6f71d2cce43a3d979108852807427790584,source/sec_open_balls_exer.ptx,298,/exercises/exercise[11]/task[6]/statement,bcb6d79515525e9a9ad061bb04f814d29e3fa33fbc95b269050bfbe415e9d989,provides_staged_support_for_source_prompt,metric_space;open_balls_and_neighborhoods;finite_intersection;neighborhood
o003-c90-ch07-exercise-task-24,source_prompt_guide,40,o003-gvsu-ch07-sec_open_balls_exer-prompt-24,assigned_locale_neutral,exercise,24,statement_bearing_task,sec_open_balls_exer,source/sec_open_balls_exer.ptx,305,/exercises/exercise[11]/task[7]/statement,773b05c8aee84ca65cbe5a8f0685555943d776098e11d13a6814c86c43d3e001,source/sec_open_balls_exer.ptx,307,/exercises/exercise[11]/task[7]/statement,ff26264ab7f95228bc5a2f164f7703e55bd5975b6c92ed0e028bc51bba069e89,provides_staged_support_for_source_prompt,metric_space;open_balls_and_neighborhoods;arbitrary_intersection;neighborhood;indexing_set
o003-c90-ch07-mastery-01,mastery_check,41,o003-c90-ch07-original-mastery-01,original,mastery,1,original_mastery_exercise,o003-c90-ch07-mastery,,,,,,,,,original_transfer_and_mastery_check,metric_space;open_balls_and_neighborhoods;open_ball;comparison_of_metrics
o003-c90-ch07-mastery-02,mastery_check,42,o003-c90-ch07-original-mastery-02,original,mastery,2,original_mastery_exercise,o003-c90-ch07-mastery,,,,,,,,,original_transfer_and_mastery_check,metric_space;open_balls_and_neighborhoods;neighborhood;largest_centered_radius
o003-c90-ch07-mastery-03,mastery_check,43,o003-c90-ch07-original-mastery-03,original,mastery,3,original_mastery_exercise,o003-c90-ch07-mastery,,,,,,,,,original_transfer_and_mastery_check,metric_space;open_balls_and_neighborhoods;continuity_via_neighborhoods;inverse_image
o003-c90-ch07-mastery-04,mastery_check,44,o003-c90-ch07-original-mastery-04,original,mastery,4,original_mastery_exercise,o003-c90-ch07-mastery,,,,,,,,,original_transfer_and_mastery_check,metric_space;open_balls_and_neighborhoods;neighborhood_axioms;finite_intersection
o003-c90-ch07-mastery-05,mastery_check,45,o003-c90-ch07-original-mastery-05,original,mastery,5,original_mastery_exercise,o003-c90-ch07-mastery,,,,,,,,,original_transfer_and_mastery_check,metric_space;open_balls_and_neighborhoods;counterexample;arbitrary_intersection
o003-c90-ch07-mastery-06,mastery_check,46,o003-c90-ch07-original-mastery-06,original,mastery,6,original_mastery_exercise,o003-c90-ch07-mastery,,,,,,,,,original_transfer_and_mastery_check,metric_space;open_balls_and_neighborhoods;metric_separation;disjoint_neighborhoods
