companion_entry_id,entry_kind,sequence,source_anchor_id,anchor_origin,source_group,ordinal_within_group,prompt_kind,source_context_id,authority_file,authority_line,authority_selector,authority_statement_sha256,translated_file,translated_line,translated_selector,translated_statement_sha256,relationship,concept_ids
o003-c90-ch11-guide-11,source_prompt_guide,11,o003-gvsu-ch11-sec_prod_metric-prompt-02,assigned_locale_neutral,sec_prod_metric,2,statement_bearing_task,act_metric_space_products,source/sec_prod_metric.ptx,37,/section/activity[1]/task[2]/statement,8be5e2b38cb6e839452592c8eef5dd10200314c22d7639f07d8d82a66820fb49,source/sec_prod_metric.ptx,37,/section/activity[1]/task[2]/statement,9e04a13d6a95427ed154a942512562140c91c2aaea918a2f3f02d9eb8fd4af49,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;product_metric;cartesian_product;cauchy_schwarz;product_open_set;sec_prod_metric_prompt_02
o003-c90-ch11-guide-12,source_prompt_guide,12,o003-gvsu-ch11-sec_prod_metric-prompt-03,assigned_locale_neutral,sec_prod_metric,3,statement_bearing_task,act_metric_space_products,source/sec_prod_metric.ptx,45,/section/activity[1]/task[3]/statement,5c42920b81e85c4f77ac4c10111e259beb5c76d2cbabf3f8339d17d5812f3733,source/sec_prod_metric.ptx,45,/section/activity[1]/task[3]/statement,67e49d665a5921d973723bcc3b2c8ad2d5bee300f647339387046688b4fba866,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;product_metric;cartesian_product;cauchy_schwarz;product_open_set;sec_prod_metric_prompt_03
o003-c90-ch11-guide-13,source_prompt_guide,13,o003-gvsu-ch11-sec_prod_metric-prompt-04,assigned_locale_neutral,sec_prod_metric,4,statement_bearing_task,act_ms_product_open,source/sec_prod_metric.ptx,93,/section/activity[2]/task[1]/statement,758150bd3ee27c6371d44170d224611a4917aec8d6c3355252ff9087ca68ea29,source/sec_prod_metric.ptx,95,/section/activity[2]/task[1]/statement,6b4738750bf22c47304a4a3556408fd93f97b7d19b01870a9880cbe04e63c425,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;product_metric;cartesian_product;cauchy_schwarz;product_open_set;sec_prod_metric_prompt_04
o003-c90-ch11-guide-14,source_prompt_guide,14,o003-gvsu-ch11-sec_prod_metric-prompt-05,assigned_locale_neutral,sec_prod_metric,5,statement_bearing_task,act_ms_product_open,source/sec_prod_metric.ptx,100,/section/activity[2]/task[2]/statement,5df1b5fac4d7047cc85e59a877d849e2ed9777149f889859a8c1149eac467deb,source/sec_prod_metric.ptx,102,/section/activity[2]/task[2]/statement,c2b09d4de06e19eb4e4a018275c0de398af0e62f133ba43b757b36d2bc13ef6c,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;product_metric;cartesian_product;cauchy_schwarz;product_open_set;sec_prod_metric_prompt_05
o003-c90-ch11-guide-15,source_prompt_guide,15,o003-gvsu-ch11-sec_prod_metric-prompt-06,assigned_locale_neutral,sec_prod_metric,6,statement_bearing_task,act_ms_product_open,source/sec_prod_metric.ptx,109,/section/activity[2]/task[3]/statement,c338fe0640e78b4fdcd9937d620fc2b7d8622d1672437853b9038f3659c70c3e,source/sec_prod_metric.ptx,111,/section/activity[2]/task[3]/statement,663b3096785a01400706de4adbd5951f838d62d7d773aa33d01f33502edc9ae5,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;product_metric;cartesian_product;cauchy_schwarz;product_open_set;sec_prod_metric_prompt_06
o003-c90-ch11-guide-16,source_prompt_guide,16,o003-gvsu-ch11-sec_prod_metric-prompt-07,assigned_locale_neutral,sec_prod_metric,7,statement_bearing_task,act_ms_product_open,source/sec_prod_metric.ptx,118,/section/activity[2]/task[4]/statement,1b19c25ea58ace3317265bd540b3a9aef4c402b18e645427ab7791b56c9922ac,source/sec_prod_metric.ptx,120,/section/activity[2]/task[4]/statement,ec1c4a3671085807f47e2487835b9818829682b67dff907d09eca2c31ca07661,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;product_metric;cartesian_product;cauchy_schwarz;product_open_set;sec_prod_metric_prompt_07
o003-c90-ch11-guide-17,source_prompt_guide,17,o003-gvsu-ch11-sec_sub_metric_exer-prompt-01,assigned_locale_neutral,sec_sub_metric_exer,1,statement_bearing_task,sec_sub_metric_exer,source/sec_sub_metric_exer.ptx,10,/exercises/exercise[1]/task[1]/statement,367602b48cd8081c49aebf427e151981a8ee87747636491f8dbf7431fd654666,source/sec_sub_metric_exer.ptx,10,/exercises/exercise[1]/task[1]/statement,533bd50f316c5cda4bc6645da1323699c52fd3868c453238999aa58d598ff370,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;metric_subspace_product_synthesis;sec_sub_metric_exer_prompt_01
o003-c90-ch11-guide-18,source_prompt_guide,18,o003-gvsu-ch11-sec_sub_metric_exer-prompt-02,assigned_locale_neutral,sec_sub_metric_exer,2,statement_bearing_task,sec_sub_metric_exer,source/sec_sub_metric_exer.ptx,17,/exercises/exercise[1]/task[2]/statement,b0407b0ebbe5e9616871a624e67ad3d9f4425ebc115a3523d838e2aea10d2ad2,source/sec_sub_metric_exer.ptx,17,/exercises/exercise[1]/task[2]/statement,54a639af147e4513af9a94b623688bef8f88aab9fe6cf462bbbae69be7b282d7,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;metric_subspace_product_synthesis;sec_sub_metric_exer_prompt_02
o003-c90-ch11-guide-19,source_prompt_guide,19,o003-gvsu-ch11-sec_sub_metric_exer-prompt-03,assigned_locale_neutral,sec_sub_metric_exer,3,statement_bearing_task,sec_sub_metric_exer,source/sec_sub_metric_exer.ptx,24,/exercises/exercise[1]/task[3]/statement,2d3e533244f48d3cf5dcd1d3bec061a9129ce9c3f6fc642ec0d4ea8a4b7a6dfc,source/sec_sub_metric_exer.ptx,24,/exercises/exercise[1]/task[3]/statement,5e6c252840cdad88c5208c26fcc6f6147d7dde9d15f87ae6e749d350dab86686,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;metric_subspace_product_synthesis;sec_sub_metric_exer_prompt_03
o003-c90-ch11-guide-20,source_prompt_guide,20,o003-gvsu-ch11-sec_sub_metric_exer-prompt-04,assigned_locale_neutral,sec_sub_metric_exer,4,standalone_exercise,sec_sub_metric_exer,source/sec_sub_metric_exer.ptx,33,/exercises/exercise[2]/statement,e1cff9e6b2ddfb1a6ba88b7efe9d00b9123f08101dd574fb37ce8a822d5fc61e,source/sec_sub_metric_exer.ptx,33,/exercises/exercise[2]/statement,078aebe9d9ca6619b7de7262def1e0e9fa231035acedc5eccd599a957b6eac11,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;metric_subspace_product_synthesis;sec_sub_metric_exer_prompt_04
o003-c90-ch11-guide-21,source_prompt_guide,21,o003-gvsu-ch11-sec_sub_metric_exer-prompt-05,assigned_locale_neutral,sec_sub_metric_exer,5,standalone_exercise,sec_sub_metric_exer,source/sec_sub_metric_exer.ptx,43,/exercises/exercise[3]/statement,7641aba39c764f54d7355a50addca071827003be7ac79737546d421289ba3b4b,source/sec_sub_metric_exer.ptx,43,/exercises/exercise[3]/statement,7bf28407c3aa4b5a24a0dc6bdf86a39beb84621d694ecae207e759f2151ec39b,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;metric_subspace_product_synthesis;sec_sub_metric_exer_prompt_05
o003-c90-ch11-guide-22,source_prompt_guide,22,o003-gvsu-ch11-sec_sub_metric_exer-prompt-06,assigned_locale_neutral,sec_sub_metric_exer,6,standalone_exercise,ex_relatively_closed_ms,source/sec_sub_metric_exer.ptx,56,/exercises/exercise[4]/statement,d87b7aad43306714467d793d44d1095b8f21a9ab0be86b1122642feca92e525c,source/sec_sub_metric_exer.ptx,56,/exercises/exercise[4]/statement,bb3d2ae6bc93276e88a95bc09a9eb8ea3ed62b3f414f82fa218d532075de02bf,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;metric_subspace_product_synthesis;sec_sub_metric_exer_prompt_06
o003-c90-ch11-guide-23,source_prompt_guide,23,o003-gvsu-ch11-sec_sub_metric_exer-prompt-07,assigned_locale_neutral,sec_sub_metric_exer,7,standalone_exercise,sec_sub_metric_exer,source/sec_sub_metric_exer.ptx,66,/exercises/exercise[5]/statement,ab049ccbd7b654146d0f7095b567d2d19521c5e2c0a4ecd998bb622e2c6b9589,source/sec_sub_metric_exer.ptx,66,/exercises/exercise[5]/statement,ece41cb223c46061216b001c1cec8b27161b583dd25adb8e47a092677e7e8522,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;metric_subspace_product_synthesis;sec_sub_metric_exer_prompt_07
o003-c90-ch11-guide-24,source_prompt_guide,24,o003-gvsu-ch11-sec_sub_metric_exer-prompt-08,assigned_locale_neutral,sec_sub_metric_exer,8,standalone_exercise,ex_prod_metric,source/sec_sub_metric_exer.ptx,80,/exercises/exercise[6]/statement,ff776dd8c6abc29e95b631af3a4ded720a71026433c7ba8bf60d21ce673be611,source/sec_sub_metric_exer.ptx,80,/exercises/exercise[6]/statement,8756aec147dca447d2d3be31770c97d308c10e8e37f0af501cff5f8857622bbd,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;metric_subspace_product_synthesis;sec_sub_metric_exer_prompt_08
o003-c90-ch11-guide-25,source_prompt_guide,25,o003-gvsu-ch11-sec_sub_metric_exer-prompt-09,assigned_locale_neutral,sec_sub_metric_exer,9,standalone_exercise,ex_Subspace_monotone_convergence,source/sec_sub_metric_exer.ptx,95,/exercises/exercise[7]/statement,98b7e1296f23054485aadbd2c271d3a0c651c746425dfbba1b08145d25102477,source/sec_sub_metric_exer.ptx,95,/exercises/exercise[7]/statement,5cbfcea61a0ca0ea1b4fdb9b2b41f13adbb7ea98fcf711057b8eeb39e8675be1,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;metric_subspace_product_synthesis;sec_sub_metric_exer_prompt_09
o003-c90-ch11-guide-26,source_prompt_guide,26,o003-gvsu-ch11-sec_sub_metric_exer-prompt-10,assigned_locale_neutral,sec_sub_metric_exer,10,statement_bearing_task,sec_sub_metric_exer,source/sec_sub_metric_exer.ptx,118,/exercises/exercise[8]/task[1]/statement,c57cf7cc34aa8b0ac5b8cd9e3da38eda16965b4eb0daccf88895099e63acc5c3,source/sec_sub_metric_exer.ptx,118,/exercises/exercise[8]/task[1]/statement,64dd3ec24b3c12722d854feb04f9289cbd0aa1de23958792151995858eabffa3,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;metric_subspace_product_synthesis;hilbert_space;sec_sub_metric_exer_prompt_10
o003-c90-ch11-guide-27,source_prompt_guide,27,o003-gvsu-ch11-sec_sub_metric_exer-prompt-11,assigned_locale_neutral,sec_sub_metric_exer,11,statement_bearing_task,sec_sub_metric_exer,source/sec_sub_metric_exer.ptx,126,/exercises/exercise[8]/task[2]/statement,eb25d2b1dc48e52b067db6906263b3cbd37348678346ed0222d195aef90f4930,source/sec_sub_metric_exer.ptx,126,/exercises/exercise[8]/task[2]/statement,b471fb88c13be58cecfdd537aaef1bbfff0826e4261d7228d5ce08987a6fb574,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;metric_subspace_product_synthesis;hilbert_space;sec_sub_metric_exer_prompt_11
o003-c90-ch11-guide-28,source_prompt_guide,28,o003-gvsu-ch11-sec_sub_metric_exer-prompt-12,assigned_locale_neutral,sec_sub_metric_exer,12,statement_bearing_task,sec_sub_metric_exer,source/sec_sub_metric_exer.ptx,156,/exercises/exercise[8]/task[3]/statement,a162d45b016880b70e6c6e5f14c2c8e159d2ea314154b8139769b9802d13e8cb,source/sec_sub_metric_exer.ptx,156,/exercises/exercise[8]/task[3]/statement,a8d2cb9858fdd0ba450b79215e188ae8a495271777a12d59d4f3986a65fe26fa,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;metric_subspace_product_synthesis;hilbert_space;sec_sub_metric_exer_prompt_12
o003-c90-ch11-guide-29,source_prompt_guide,29,o003-gvsu-ch11-sec_sub_metric_exer-prompt-13,assigned_locale_neutral,sec_sub_metric_exer,13,statement_bearing_task,sec_sub_metric_exer,source/sec_sub_metric_exer.ptx,163,/exercises/exercise[8]/task[4]/statement,6515e22b85ad13e8f8ef91a59793c5c9d788f849608493fdee3cfcc930153210,source/sec_sub_metric_exer.ptx,163,/exercises/exercise[8]/task[4]/statement,8816d0ea023e93a313501626f3a4e552cf5da72f71c3f61ff49fa0e5d4dfe359,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;metric_subspace_product_synthesis;hilbert_space;sec_sub_metric_exer_prompt_13
o003-c90-ch11-guide-30,source_prompt_guide,30,o003-gvsu-ch11-sec_sub_metric_exer-prompt-14,assigned_locale_neutral,sec_sub_metric_exer,14,statement_bearing_task,sec_sub_metric_exer,source/sec_sub_metric_exer.ptx,186,/exercises/exercise[9]/task[1]/statement,ce77700266ccbdbc279d9017b85ecb95c829b77ceeabf294f3f11f5b7ab929fb,source/sec_sub_metric_exer.ptx,186,/exercises/exercise[9]/task[1]/statement,89fbb6585c75efd8c46b8007c74ff3edc554e6189e3b4055961ed2aca7fe7ffd,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;metric_subspace_product_synthesis;hilbert_space;sec_sub_metric_exer_prompt_14
o003-c90-ch11-guide-31,source_prompt_guide,31,o003-gvsu-ch11-sec_sub_metric_exer-prompt-15,assigned_locale_neutral,sec_sub_metric_exer,15,statement_bearing_task,sec_sub_metric_exer,source/sec_sub_metric_exer.ptx,195,/exercises/exercise[9]/task[2]/statement,5e59cf43859d60a2bd0fadd82f2c1c8a176171ecc5565ea7362a75f8183becce,source/sec_sub_metric_exer.ptx,195,/exercises/exercise[9]/task[2]/statement,7b535907619b47570f42e3ba3ae930c804a7146af4d64ba00159f19a2350d9c0,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;metric_subspace_product_synthesis;hilbert_space;sec_sub_metric_exer_prompt_15
o003-c90-ch11-guide-32,source_prompt_guide,32,o003-gvsu-ch11-sec_sub_metric_exer-prompt-16,assigned_locale_neutral,sec_sub_metric_exer,16,statement_bearing_task,sec_sub_metric_exer,source/sec_sub_metric_exer.ptx,204,/exercises/exercise[9]/task[3]/statement,0dd1aa7ef7ed6397f656a5eee8afa8afcb68aef4445366a1ddbb9e6cbbecfb4e,source/sec_sub_metric_exer.ptx,204,/exercises/exercise[9]/task[3]/statement,439bbdd9124d8ad1341d89a5b2ad012a41515fea70f89934d93f657f62ab1bfc,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;metric_subspace_product_synthesis;hilbert_space;sec_sub_metric_exer_prompt_16
o003-c90-ch11-guide-33,source_prompt_guide,33,o003-gvsu-ch11-sec_sub_metric_exer-prompt-17,assigned_locale_neutral,sec_sub_metric_exer,17,statement_bearing_task,sec_sub_metric_exer,source/sec_sub_metric_exer.ptx,214,/exercises/exercise[9]/task[4]/statement,fd3deae5548d32c2346a712492d6a251f000792c8d004f8f21bbc4a9214fca7f,source/sec_sub_metric_exer.ptx,214,/exercises/exercise[9]/task[4]/statement,f1e74ab8215d425ba4f0b9e8f89b87a1254ecd33b699e3f67a403b6e79b0fab2,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;metric_subspace_product_synthesis;hilbert_space;sec_sub_metric_exer_prompt_17
o003-c90-ch11-guide-34,source_prompt_guide,34,o003-gvsu-ch11-sec_sub_metric_exer-prompt-18,assigned_locale_neutral,sec_sub_metric_exer,18,statement_bearing_task,sec_sub_metric_exer,source/sec_sub_metric_exer.ptx,224,/exercises/exercise[9]/task[5]/statement,e107407a336bcb79ee4a388ba33135e704adffe6646fe268bd7e393fa3be1342,source/sec_sub_metric_exer.ptx,224,/exercises/exercise[9]/task[5]/statement,76457d52d3f9c9ff97b400965de065d65b524469924b254a393789ab6478aaf8,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;metric_subspace_product_synthesis;hilbert_space;sec_sub_metric_exer_prompt_18
o003-c90-ch11-guide-35,source_prompt_guide,35,o003-gvsu-ch11-sec_sub_metric_exer-prompt-19,assigned_locale_neutral,sec_sub_metric_exer,19,statement_bearing_task,sec_sub_metric_exer,source/sec_sub_metric_exer.ptx,236,/exercises/exercise[9]/task[6]/statement,63f2e489fe966be7aa6e9b2cc3da71f85f4897ffc202ad6cc395ded6dfd4ddea,source/sec_sub_metric_exer.ptx,236,/exercises/exercise[9]/task[6]/statement,5e65cb6e5549e0e09e2ce24e8dc36edffddf97ffe8a4f8921938f38b7b0ebd97,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;metric_subspace_product_synthesis;hilbert_space;sec_sub_metric_exer_prompt_19
o003-c90-ch11-mastery-01,mastery_check,36,o003-c90-ch11-original-mastery-01,original,mastery,1,original_mastery_exercise,o003-c90-ch11-mastery,,,,,,,,,original_transfer_and_mastery_check,metric_space;subspaces_and_products;subspace_product_transfer;metric_subspace_product_mastery;mastery_prompt_01
o003-c90-ch11-mastery-02,mastery_check,37,o003-c90-ch11-original-mastery-02,original,mastery,2,original_mastery_exercise,o003-c90-ch11-mastery,,,,,,,,,original_transfer_and_mastery_check,metric_space;subspaces_and_products;subspace_product_transfer;metric_subspace_product_mastery;mastery_prompt_02
o003-c90-ch11-mastery-03,mastery_check,38,o003-c90-ch11-original-mastery-03,original,mastery,3,original_mastery_exercise,o003-c90-ch11-mastery,,,,,,,,,original_transfer_and_mastery_check,metric_space;subspaces_and_products;subspace_product_transfer;metric_subspace_product_mastery;mastery_prompt_03
o003-c90-ch11-mastery-04,mastery_check,39,o003-c90-ch11-original-mastery-04,original,mastery,4,original_mastery_exercise,o003-c90-ch11-mastery,,,,,,,,,original_transfer_and_mastery_check,metric_space;subspaces_and_products;subspace_product_transfer;metric_subspace_product_mastery;mastery_prompt_04
o003-c90-ch11-mastery-05,mastery_check,40,o003-c90-ch11-original-mastery-05,original,mastery,5,original_mastery_exercise,o003-c90-ch11-mastery,,,,,,,,,original_transfer_and_mastery_check,metric_space;subspaces_and_products;subspace_product_transfer;metric_subspace_product_mastery;mastery_prompt_05
o003-c90-ch11-mastery-06,mastery_check,41,o003-c90-ch11-original-mastery-06,original,mastery,6,original_mastery_exercise,o003-c90-ch11-mastery,,,,,,,,,original_transfer_and_mastery_check,metric_space;subspaces_and_products;subspace_product_transfer;metric_subspace_product_mastery;mastery_prompt_06
o003-c90-ch11-mastery-07,mastery_check,42,o003-c90-ch11-original-mastery-07,original,mastery,7,original_mastery_exercise,o003-c90-ch11-mastery,,,,,,,,,original_transfer_and_mastery_check,metric_space;subspaces_and_products;subspace_product_transfer;metric_subspace_product_mastery;mastery_prompt_07
o003-c90-ch11-mastery-08,mastery_check,43,o003-c90-ch11-original-mastery-08,original,mastery,8,original_mastery_exercise,o003-c90-ch11-mastery,,,,,,,,,original_transfer_and_mastery_check,metric_space;subspaces_and_products;subspace_product_transfer;metric_subspace_product_mastery;mastery_prompt_08
